书名,作者,状态,种类,总字数,总点击,总推荐,书评分,评价人数,作者等级,作品数,总创作字数,总创作天数,作品荣誉,本月票数,打赏数
异世之虫族无敌,资产暴增,完本,玄幻,126.94,1296.84,130.13,8.7,274,    Lv.5 ,10,1808.74万,2920,89,6,0
武碎虚空,油炸包子,完本,玄幻,72.04,319.17,129.86,8.6,312,    Lv.3 ,6,820.14万,1340,89,0,0
重生之逆战西游,莫问初心,完本,仙侠,405.51,846.85,129.63,8.8,66,    Lv.5 ,3,380.74万,884,38,9,1
小明星演义,二楼的元素,连载,都市,344.46,160.17,129.53,8.6,94,    Lv.3 ,1,173.85万,461,37,11,0
斗医,木汤,完本,玄幻,544.99,1258.38,128.57,8.6,112,    Lv.2 ,5,582.93万,1301,90,1,0
大明金主,美味罗宋汤,完本,历史,479.93,207.67,128.25,9,78,    Lv.4 ,5,490.79万,1336,90,3,0
花样的年华,我思故我在,连载,都市,376.25,83.7,128,2,0,    Lv.1 ,1,30.82万,64,36,0,0
当个法师闹革命,尹四,完本,奇幻,233.14,723.73,127.14,8.5,151,    Lv.4 ,2,242.93万,595,89,9,0
玄门道教,梦是醒时醒是梦,完本,玄幻,310,248.16,126.34,2,1,    Lv.1 ,1,81.50万,197,67,0,0
妖弓,明月夜色,完本,玄幻,323.64,1140.42,126.23,8.7,419,    Lv.5 ,7,1694.61万,2646,91,0,0
网游神界,圣空守望者,完本,游戏,698.76,447.71,126.01,8.8,133,    Lv.1 ,1,270.80万,1209,69,0,0
大明首辅,谅言,完本,历史,131.16,742.17,125.51,8.6,15,    Lv.1 ,4,294.69万,617,88,2,0
无限刷钱系统,二发凉了,连载,都市,554.89,1609.36,124.05,8.7,278,    Lv.5 ,2,214.71万,412,39,7,0
网游之青城剑仙,太湖霸王,完本,游戏,95.55,588.25,123.9,7.3,9,    Lv.1 ,3,323.88万,848,90,1,0
隋唐英雄芳名谱,李小明,完本,历史,332.21,421.97,122.26,4.9,3,    Lv.1 ,3,134.30万,252,89,0,0
英雄无敌之穷途末路,失忆闹钟,连载,游戏,463.58,292.12,122.15,8.9,62,    Lv.2 ,1,403.90万,1205,37,34,0
人间仙路,何常在,完本,仙侠,319.66,318.29,121.14,9,65,    Lv.5 ,3,418.22万,1751,90,1,0
猎网,虾写,完本,游戏,203.59,1020.36,121.07,9.2,335,    Lv.5 ,13,1764.62万,3571,90,1,0
死神的约定,文涯,连载,都市,204.55,1060.64,120.37,2,0,    Lv.1 ,1,52.18万,221,36,0,0
妙手天师,炖肉大锅菜,完本,都市,420.22,336.59,120.23,9.1,563,    大神 ,4,756.00万,1365,90,6,0
唐朝好舅子,晨风天堂,完本,历史,20.01,114.96,120,9,141,    Lv.5 ,6,953.12万,1595,91,23,0
魅影谜踪——秦始皇陵之谜,小草胖胖,完本,短篇,224.52,686.91,119.84,7.3,5,    Lv.1 ,15,938.34万,1834,36,0,0
异乡口福,名医,完本,玄幻,199.25,1976.7,119.72,4.6,6,    Lv.1 ,3,380.75万,1172,90,0,0
女帝的大内总管,狐不悲,连载,二次元,344.61,874.43,119.28,8.6,167,    Lv.5 ,2,251.06万,557,39,6,0
华娱之闪耀巨星,万乘北宸,连载,都市,284.83,587.72,118.57,8.7,52,    Lv.4 ,4,807.59万,1856,89,100,1
梦幻西游大主播,懵比的小提莫,完本,游戏,87.48,334.07,118.15,8.4,65,    Lv.4 ,2,180.45万,515,38,6,0
进化之路,牛笔,完本,二次元,210.23,357.45,117.28,8.6,162,    大神 ,4,362.07万,2112,38,79,0
至尊主播,兔子来了,完本,都市,51.17,41.77,116.5,9,71,    Lv.5 ,6,645.00万,1372,90,11,0
被穿越的境界线,刹那辉煌,完本,科幻,366.6,295.75,115.34,8.5,137,    Lv.4 ,4,754.73万,1181,37,6,0
大宋金手指,圣者晨雷,完本,历史,338.28,932.25,115.24,8.7,53,    Lv.5 ,6,1131.96万,2442,91,0,0
史上最牛轮回,那一抹绯红,连载,仙侠,669.88,1386.33,114.92,8.6,107,    Lv.5 ,8,1605.10万,2287,91,18,0
枪械主宰,突然光和热,完本,游戏,632.1,171.29,114.84,9.1,86,    Lv.5 ,6,954.60万,2971,90,16,0
星河贵族,奥尔良烤鲟鱼堡,完本,科幻,252.97,138,114.68,9.1,96,    大神 ,4,993.04万,2177,38,19,0
武侠世界大明星,殊彦,完本,武侠,20.06,108.4,114.59,8.8,136,    Lv.5 ,2,215.62万,1037,90,0,0
仙壶农庄,狂奔的海马,完本,都市,372.53,154,114.32,9.1,314,    Lv.5 ,6,773.54万,1502,90,7,0
天国降临,神圣智狼,完本,科幻,311.77,104.98,114.1,8.6,51,    Lv.3 ,5,430.57万,1378,89,0,0
精灵养成系统,苏庸,连载,二次元,391.36,340.68,114.09,8.6,157,    Lv.4 ,3,339.26万,650,38,3,0
燃烧的莫斯科,红场唐人,完本,历史,258.97,294.45,113.99,9.1,79,    Lv.2 ,2,831.76万,1998,38,3,0
黑科技垄断公司,东海猪妖,完本,科幻,271.89,130.28,113.88,8.8,168,    Lv.4 ,2,201.16万,440,90,6,0
最丧尸,王袍,完本,科幻,130.65,234.14,112.07,8.5,106,    Lv.5 ,12,1644.28万,2536,90,13,0
我在天庭作死的日子,台灯下的节奏,连载,都市,296.91,1482.7,111.91,8.7,125,    Lv.5 ,2,360.76万,833,38,0,0
鬼师典韦,光武纪元,完本,历史,443.88,841.45,111.36,5.1,4,    Lv.1 ,2,89.41万,269,68,0,0
土佐之梦,周元祀,完本,历史,138.28,1086.64,111.06,7.3,7,    Lv.1 ,1,135.45万,339,89,3,0
换脸重生,赤雪,完本,都市,778.1,179.65,110.22,0,0,    Lv.1 ,4,690.67万,2490,90,0,0
帝级大明星,孓无我,完本,都市,253.13,1113.12,109.45,9.2,83,    Lv.4 ,4,934.03万,2889,68,10,0
从写手到巨星,虫2,完本,都市,166.58,2359.84,109.41,8.6,117,    Lv.4 ,9,1055.61万,2024,91,6,0
江湖之巅峰神话,佳男F,完本,武侠,80.43,778.39,109.18,8.5,42,    Lv.2 ,2,84.53万,180,39,0,0
符镇穹苍,古剑锋,连载,仙侠,265.81,301.11,108.53,8.8,60,    大神 ,7,2149.81万,3585,90,2,0
求败,乘风御剑,完本,玄幻,517.76,728.21,108.45,8.8,368,    大神 ,13,2645.59万,3459,91,1,0
七色梦幻,百笑生,完本,游戏,375.34,1125.77,108.21,2,0,    Lv.1 ,1,43.20万,155,36,0,0
你为何召唤我,第十六笼馒头,完本,二次元,215.69,400.48,107.75,8.8,170,    Lv.4 ,3,366.16万,738,37,15,0
督军,普祥真人,完本,历史,194.27,1158.17,107.72,8.7,52,    Lv.4 ,5,917.96万,1118,90,0,0
奸雄天下,大罗罗,完本,历史,178.19,464.63,107.55,9.1,90,    Lv.5 ,5,1156.61万,2690,90,5,0
残唐重生李世民,寻香帅,完本,历史,483.72,1976.55,107.4,7.3,9,    Lv.1 ,5,401.22万,884,90,0,0
超级角色球员,易文三不知,完本,体育,132.65,888.25,106.92,8.7,43,    Lv.4 ,5,340.90万,668,91,5,0
我可以变成鱼,小鱼吃龙肉,完本,都市,212.17,69.22,106.69,8.5,116,    Lv.5 ,3,280.57万,433,90,14,0
次元大乱斗,晕血的羔羊,完本,科幻,53.58,866.62,106.54,9.1,114,    Lv.4 ,2,911.18万,1345,66,0,0
炼器狂潮,单纯宅男,完本,玄幻,180.03,177.77,106.52,9.3,152,    Lv.4 ,5,591.04万,1325,91,7,0
带只天使去修仙,死磕,完本,仙侠,677.18,2055.67,106.47,9,78,    Lv.4 ,3,343.72万,618,90,0,0
御宝斋,孤灯,完本,仙侠,228.31,585.33,106.07,7.2,7,    Lv.1 ,6,424.13万,1027,88,0,0
尘根,水叶子,连载,仙侠,300.46,293.88,105.58,7.2,1,    Lv.3 ,9,715.44万,1404,88,0,0
回到大明当才子,吴老狼,完本,历史,293.83,1073.85,105.39,8.8,433,    Lv.5 ,7,1764.77万,3132,91,0,0
,,,,34.25,470.42,104.76,,,,,,,,,
人道崛起,山人有妙计,连载,玄幻,129.8,555.4,104.1,9.1,98,    Lv.5 ,2,886.33万,1180,39,458,5
草清,草上匪,完本,历史,329.16,619.12,103.57,9,387,    Lv.5 ,4,1034.07万,1553,91,27,0
重生之武大郎玩转宋朝,录事参军,完本,历史,56.28,725.14,103.36,8.7,93,    白金 ,2,386.30万,2409,90,0,0
明朝好丈夫,上山打老虎额,完本,历史,545.36,188.48,101.17,9.2,632,    大神 ,8,2377.33万,2859,91,37,0
魔鬼传奇,虾写,完本,都市,200.2,919.79,100.15,8.9,102,    Lv.5 ,13,1764.62万,3571,37,10,0
英雄无敌之比蒙四族领主,沈易辛,连载,游戏,76.49,583.51,99.67,7.2,2,    Lv.1 ,1,43.70万,107,88,0,0
英雄联盟：冠军之箭,雨雪紫冰辰,连载,游戏,440.3,193.25,98.82,8.5,121,    Lv.4 ,4,417.28万,905,38,155,1
玩物人生,断刃天涯,完本,都市,200.97,192.55,98.7,2,0,    Lv.5 ,3,401.32万,3179,38,0,0
大明1630,克里斯韦伯,连载,历史,208.28,376.92,98.43,8.7,59,    Lv.3 ,1,219.23万,843,89,0,0
千宋,虾写,完本,历史,142.17,301.71,98.05,9,336,    Lv.5 ,13,1764.62万,3571,90,0,0
大秦帝国风云录,猛子,完本,历史,257.26,474.16,97.77,8.7,237,    Lv.3 ,7,1730.36万,3196,90,0,0
树宗,祖树,完本,科幻,610.62,290.15,96.8,7.5,5,    Lv.4 ,6,372.94万,625,90,0,0
傲世重生,幻星辰,完本,玄幻,158.58,1078.57,96.75,0,0,    Lv.1 ,1,77.95万,352,38,0,0
刺激1995,愚乐,连载,都市,460.09,458.79,96.63,8.8,68,    Lv.2 ,2,153.48万,622,68,98,0
无限之爱萌,国际精神,完本,科幻,306.25,1328.65,95.87,7.5,4,    Lv.3 ,6,338.22万,954,89,0,0
执掌龙宫,敖夜,连载,都市,217.53,965.47,95.22,8.9,95,    Lv.3 ,2,319.94万,822,88,3,0
猛虎教师,伴读小牧童,完本,都市,378.72,162.05,95,9.1,319,    Lv.4 ,6,1066.49万,2862,89,0,0
进入电影,青幕山,完本,科幻,165.86,682.65,93.85,8.4,139,    Lv.5 ,7,1465.63万,2257,91,17,0
文物贩子在唐朝,集古字,完本,历史,70.68,334.46,93.81,7.2,9,    Lv.1 ,2,142.42万,393,89,0,0
网游之废物传说,傲气,完本,游戏,141.73,614.18,93.19,7.2,4,    Lv.1 ,3,193.16万,1110,69,0,0
司礼监,傲骨铁心,连载,历史,121.76,188.7,93.11,8.4,141,    Lv.4 ,4,364.10万,1562,39,408,2
重生之暗夜崛起,家里第三胖,完本,游戏,455.58,489.87,92.4,8.7,219,    Lv.4 ,8,338.30万,497,38,21,0
无尽神器,道在不可见,完本,玄幻,95.05,4.03,92.33,9.2,80,    Lv.4 ,3,584.94万,1514,68,6,0
高太尉新传,府天,完本,历史,77.85,23.94,92,8.7,46,    大神 ,15,2845.83万,4627,37,0,0
龙翔杏林,夜的邂逅,完本,都市,481.19,293.38,91.73,0,0,    Lv.5 ,3,330.35万,3468,91,7,0
太虚仙尘,水若君,完本,游戏,229.67,91.97,91.2,7.2,4,    Lv.1 ,2,194.46万,612,67,0,0
从拯救咖啡店开始,开心小帅,完本,科幻,389.25,282.68,90.95,8.8,183,    Lv.4 ,6,1323.03万,2944,37,3,0
星纪武神,曾画秋,连载,科幻,180.31,93.44,90.72,9.2,103,    Lv.3 ,1,126.27万,308,37,5,0
天朝之梦,大罗罗,完本,历史,330.17,177.12,90.64,8.9,199,    Lv.5 ,5,1156.61万,2690,90,21,0
超级黑客,往事不可追,连载,都市,165.6,982.79,90.62,7.2,5,    Lv.1 ,3,55.72万,200,88,0,0
灾厄降临,黑十三郎,完本,科幻,124.5,414.87,90.38,8.9,315,    Lv.3 ,3,335.38万,696,90,4,0
战国逆风记,荆柯守,完本,历史,248.63,212.99,89.92,8.4,5,    大神 ,9,1874.79万,3436,37,2,0
重生红孩儿,雨飞扬,完本,仙侠,307,1196.45,89.92,2,0,    Lv.1 ,1,44.35万,111,89,0,0
曹冲,庄不周,完本,历史,506.98,700.39,89.9,8.6,44,    Lv.5 ,11,2184.06万,3433,90,4,0
不灭龙帝,妖夜,连载,玄幻,449.17,389.47,89.75,8.7,48,    大神 ,2,1223.30万,1758,38,1195,0
虎吼,九城君,完本,历史,198.44,709.09,89.58,7.2,9,    Lv.4 ,3,1379.94万,4043,90,0,0
打个电话给大侠,剑西来,完本,都市,300.92,87.17,88.84,9,96,    Lv.4 ,4,617.91万,842,90,0,0
文化抵抗最前线,黄狗身上白,连载,科幻,202.23,926.86,88.59,9.1,87,    Lv.3 ,1,220.32万,635,89,0,0
法神重生,我吃大老虎,连载,玄幻,46.95,144.68,88.4,8.6,387,    Lv.5 ,4,794.10万,2047,90,1,0
少年足球梦,周星,完本,体育,225.64,1342.97,86.99,2,0,    Lv.1 ,4,352.56万,1236,36,0,0
捉妖奶爸,火中物,完本,二次元,65.88,781.84,86.9,8.7,67,    Lv.5 ,5,732.86万,2193,39,10,0
终极挑战,8难,完本,奇幻,128.53,276.46,86.27,8.4,15,    大神 ,9,1716.38万,3171,89,0,0
天官,雁九,完本,历史,401.94,155.44,86.23,8.9,46,    大神 ,5,997.58万,1823,90,1,0
武侠时代的皇帝修炼日记,人瘦凋猪颜,连载,武侠,491.71,338.1,86.04,8.8,132,    Lv.3 ,3,122.81万,374,36,0,0
我为王,枪手1号,完本,历史,364.37,94.25,85.98,9.2,113,    Lv.5 ,5,1795.20万,3353,69,29,0
剑道真解,滚开,完本,都市,251.52,449.21,85.7,8.9,386,    大神 ,6,1552.61万,2431,90,1,0
暴力牛魔王,泰平绅士,完本,奇幻,308.11,380.65,85.47,8.9,201,    Lv.4 ,1,303.83万,517,90,7,0
超时空穿越,流年往事,完本,科幻,158.08,672.97,85.38,8.7,103,    Lv.5 ,2,377.45万,624,91,11,0
大汉科技帝国,牛家一郎,完本,科幻,158.07,120.5,85.2,8.4,146,    Lv.5 ,3,709.73万,1094,69,21,0
超脑黑客,疯狂小强,完本,都市,242.07,202.61,85.13,8.9,477,    Lv.4 ,4,575.59万,1384,91,0,0
娱乐宗师,猩猩崛起,完本,都市,560.51,266.36,84.39,8.8,130,    Lv.4 ,4,523.25万,996,70,5,0
我家农场有条龙,西方蜘蛛,完本,都市,108.02,86.76,83.43,8.9,105,    Lv.5 ,8,1505.35万,4388,90,30,0
科技衍生,前朝的孤,完本,都市,302.47,486.22,83,8.6,61,    Lv.4 ,1,278.38万,618,70,18,0
剑傲重生,蒙白,完本,玄幻,488.31,265.24,82.92,8.9,713,    大神 ,5,763.29万,1322,70,0,0
重生白蛇传,六年磨一剑,连载,仙侠,249.34,986.18,82.76,8.4,114,    Lv.4 ,1,76.07万,225,38,9,0
仙界科技,想枕头的瞌睡,连载,都市,170.03,1144.69,82.74,8.5,86,    Lv.5 ,5,1159.88万,2072,38,224,0
万界天王,罗森,连载,玄幻,193.02,113.74,82.58,2,1,    Lv.5 ,2,444.51万,1149,89,0,0
最初的寻道者,橘子伯爵,连载,科幻,125.81,768.2,82.57,9,186,    Lv.3 ,1,132.39万,521,36,124,1
封仙,六月观主,完本,仙侠,397.47,1238.17,82.48,9,83,    Lv.4 ,4,654.59万,1360,89,2,0
最后人类,黑瞳王,完本,科幻,1401.32,2639.28,81.98,8.9,307,    Lv.5 ,5,1049.75万,1627,90,3,0
重生日本之以剑称圣,小卒没过河,完本,都市,209.34,831.01,81.91,8.6,168,    Lv.4 ,2,206.54万,522,38,8,0
重生之草根太子,黑雨伞,连载,都市,268.02,1080.07,81.68,8.6,79,    Lv.1 ,1,52.21万,652,89,0,0
诡神冢,焚天孔雀,连载,悬疑灵异,144.41,258.02,81.44,9,614,    Lv.5 ,1,376.82万,994,70,342,1
都市之替身传说,长乐居士,完本,都市,383.03,638.54,81.43,7.2,1,    Lv.1 ,5,96.13万,501,89,0,0
穿越之娱乐香江,纪墨白,连载,都市,142.06,1040.19,81.35,8.6,117,    Lv.5 ,3,999.73万,1770,69,81,1
请回答火影,蒙着面的Sama,完本,二次元,410.91,128.96,81.03,8.5,177,    Lv.4 ,3,174.29万,619,37,24,0
网游之剑走偏锋,黑乎乎的老妖,完本,游戏,173.54,1211.71,80.46,9,259,    Lv.5 ,6,880.62万,1472,91,0,0
皇道金丹,小小羽,完本,仙侠,244.6,1085.04,80.35,9,67,    Lv.5 ,7,2181.91万,3423,70,0,0
不眠高手,七十二翼天使,连载,游戏,804.86,605.36,80.28,8.7,118,    Lv.2 ,5,418.48万,940,90,0,0
擎天一棍,土疙瘩的爱情,完本,仙侠,677.93,431.54,80.22,8.9,23,    Lv.4 ,3,967.57万,1577,90,0,0
这是个角色扮演游戏,机战蛋,完本,科幻,147.29,821.88,79.84,8.5,78,    Lv.3 ,3,415.79万,1134,89,4,0
信仰诸天,朝不保夕,完本,玄幻,191.84,164.98,79.58,8.7,135,    Lv.5 ,4,522.68万,937,66,16,0
星际仙途,傲无常,完本,科幻,379.59,224.64,79.54,7.2,3,    白金 ,11,1749.31万,3528,88,0,0
大清太医,舍得,完本,短篇,179.42,546.33,79.38,0,0,    Lv.1 ,2,42.82万,187,36,0,0
变身滑稽萝莉,残月黄泉,连载,二次元,314.6,991.84,79.08,8.6,222,    Lv.4 ,2,157.40万,419,37,21,0
宠物小精灵之庭树,轻泉流响,连载,二次元,450.56,900.04,79.05,9.1,364,    Lv.5 ,1,263.79万,591,39,308,1
极品明君,晴了,完本,历史,447.57,137.37,78.99,8.8,258,    大神 ,8,1165.58万,3410,90,4,0
重生之武林新史,水漫,完本,武侠,189.69,121.62,78.93,7.2,7,    Lv.1 ,5,209.27万,511,89,0,0
猛鬼收容系统,南斗昆仑,连载,悬疑灵异,293.72,605.02,78.58,8.6,138,    Lv.5 ,1,301.21万,655,37,239,0
弃僧,胖子爱吃炖豆角,完本,玄幻,406.18,633.4,77.81,9.1,40,    Lv.5 ,3,1246.83万,1371,90,0,0
道果,战袍染血,完本,仙侠,155.59,128.35,77.61,9,217,    Lv.4 ,5,1292.84万,2407,90,7,0
漫威世界里的超人,纯洁的猪头,连载,科幻,311.1,186.13,77.59,8.7,144,    Lv.3 ,1,94.74万,267,90,0,0
三国领主时代,懒猫不瘦,连载,游戏,80.02,650.77,77.52,8.6,46,    Lv.3 ,2,688.16万,1567,89,66,1
从学霸开始,敢为,连载,都市,729.95,135.46,77.29,8.5,100,    Lv.4 ,2,597.46万,1212,37,137,0
0度终极幻想,那时烟花,完本,游戏,240.6,247.2,76.76,8.7,32,    Lv.4 ,12,1056.79万,2547,37,1,0
网游之奥术至高,鬼影行者,连载,游戏,223.23,487.02,76.38,8.9,359,    Lv.3 ,1,433.90万,599,90,1,0
天才魔法师与天然呆勇者,小呆昭,完本,奇幻,503.22,193.05,76.24,9.1,122,    Lv.4 ,4,401.12万,1602,36,16,0
骷髅魔导师,情终流水,完本,奇幻,247.05,244.69,76.06,8.8,267,    Lv.5 ,4,377.77万,1147,69,4,0
腰,比而尔盖子,完本,体育,262.07,128.68,75.99,8.7,50,    Lv.2 ,3,670.43万,1131,69,0,0
八荒诛魔录,开荒,完本,仙侠,134.88,463.09,75.91,8.6,30,    大神 ,7,2173.91万,3746,68,0,0
技艺天王,第三颗雪梨,连载,都市,262.74,88.6,75.8,8.6,146,    Lv.4 ,2,127.66万,484,37,15,0
我叫术士,穿过红尘,完本,都市,603.51,90.75,74.67,9,201,    Lv.4 ,7,1398.52万,2432,89,13,0
极牛鬼才在异界,耗子欺负猫,完本,玄幻,240.99,1084.33,74.64,8.6,374,    Lv.3 ,4,615.56万,1206,92,1,0
英雄联盟之观战系统,为情成痴,完本,游戏,147.09,1115.21,74.15,9,44,    Lv.5 ,5,718.64万,933,91,9,0
食人魔的美食盒,黑籍,连载,奇幻,203.89,126.07,73.9,8.9,94,    Lv.3 ,4,595.86万,1510,88,27,0
黎爷的轨迹,烂衣奸少,完本,二次元,389.64,527.97,73.72,9.1,48,    Lv.4 ,4,600.93万,1550,37,1,0
史上最牛道长,诸羊黄昏,完本,都市,446.64,226.5,73.56,8.6,197,    Lv.5 ,7,472.11万,844,38,37,0
重生之明星奶爸,永恒火焰,连载,都市,132.6,1244.12,72.83,8.6,51,    Lv.5 ,2,317.86万,742,91,42,1
武侠开端,刘少冲,完本,都市,170.75,799.03,72.74,8.7,72,    Lv.4 ,5,474.93万,1138,90,7,0
大界果,蓝白阁,完本,仙侠,342.75,171.8,72.66,9,131,    Lv.2 ,1,65.42万,157,38,1,0
科技巨头,石慌,完本,科幻,180.84,1202.8,72.36,9,72,    Lv.4 ,7,465.90万,794,91,4,0
大仙农,冰火阑珊,连载,都市,291.22,455.56,72.31,9.2,32,    Lv.5 ,4,1142.56万,2256,89,0,0
士子风流,上山打老虎额,完本,历史,116.89,515.84,72.23,9.1,450,    大神 ,8,2377.33万,2859,91,5,0
终南启示录,唐斩带刀,连载,仙侠,126.34,367.35,72.21,7.2,8,    Lv.1 ,1,65.67万,144,68,0,0
十州风云志,知秋,连载,玄幻,202.2,137.24,72.03,9.2,187,    Lv.3 ,4,420.52万,1091,88,4,0
兴宋,赤虎,完本,历史,345.43,228.77,71.84,8.9,219,    大神 ,6,1119.84万,2456,89,0,0
文娱救世主,浙东匹夫,完本,都市,421.34,132.91,71.62,8.5,76,    Lv.5 ,6,906.52万,1366,90,2,0
傲骨,知宇之乐,连载,历史,272.5,96.05,71.38,7.2,1,    Lv.1 ,1,22.61万,637,88,0,0
转折,拔剑,连载,武侠,486.24,550.4,70.94,8.4,1,    Lv.1 ,1,26.57万,98,36,0,0
祸害大清,吴老狼,完本,历史,157.62,684.44,70.67,9,289,    Lv.5 ,7,1764.77万,3132,89,0,0
拳坛猛龙,王将,连载,体育,431.61,154.65,70.62,8.6,56,    Lv.2 ,1,73.72万,378,89,1,0
超级融合,曾经拥有的方向感,完本,仙侠,91.78,2081.19,70.45,8.8,538,    大神 ,7,1796.71万,3234,91,4,0
武侠之父,梵说,完本,都市,542.11,611.24,70.22,9,121,    Lv.3 ,3,223.95万,740,89,8,0
宿主请留步,雪落君,完本,科幻,486.5,175.26,70.21,8.4,163,    Lv.5 ,5,479.77万,820,38,16,0
时光旅行者,上善若无水,完本,都市,168.57,625.72,70.13,8.6,72,    Lv.4 ,8,1153.75万,1833,69,3,0
纵剑天下,乘风御剑,完本,玄幻,240.18,115.96,69.8,9,283,    大神 ,13,2645.59万,3459,89,1,0
横炼宗师,云中客来,连载,武侠,166.87,626.86,69.07,8.9,23,    Lv.3 ,2,85.95万,237,90,0,0
万古第一强者,隐为者,完本,玄幻,244.45,1034.65,68.85,9,52,    大神 ,17,2538.77万,4973,90,0,0
足球皇帝,天天不休,完本,体育,105.31,1197.55,68.47,9.2,79,    Lv.4 ,5,1152.23万,1413,90,0,0
我真是大德鲁伊,陌刀行,完本,都市,304.36,502.65,68.25,8.5,40,    Lv.4 ,3,202.97万,455,90,0,0
裁决使,子莫语,连载,都市,132.08,729.84,68.15,8.8,86,    Lv.4 ,3,411.52万,970,38,15,0
体坛之召唤猛将,肉末大茄子,完本,体育,309.31,119.19,68.08,8.9,37,    Lv.5 ,5,749.95万,1283,90,1,0
重生之无限梦想,勿明,连载,都市,173.87,644.62,67.44,8.4,38,    Lv.4 ,5,1192.39万,2471,37,16,0
我家果园成了异界垃圾场,金帛火皇,完本,都市,350.06,351.13,66.78,9,84,    Lv.4 ,3,261.36万,511,91,15,0
极品通灵王,七月火,完本,玄幻,45.9,213.84,66.71,8.6,323,    Lv.1 ,2,204.44万,638,70,0,0
张辽新传,杨家大郎,完本,历史,485.52,787,66.69,2,1,    Lv.1 ,1,316.76万,800,69,6,0
钢铁燃魂,天空之承,连载,历史,192.1,675.1,66.61,8.7,53,    Lv.4 ,6,1151.41万,2985,36,27,0
迷谷记,v小说,完本,悬疑灵异,475.23,568.3,66.34,9.3,23,    Lv.1 ,1,151.61万,477,38,0,0
逍遥侯,大司空,连载,历史,101.81,202.24,66.32,9.2,104,    大神 ,1,347.12万,1375,90,45,0
熊霸天下,天丛,完本,奇幻,131.99,36.25,66.25,7.2,8,    Lv.4 ,6,1441.88万,4106,68,0,0
重生之先声夺人,吹个大气球9,连载,都市,394.04,98.25,65.96,8.7,179,    Lv.4 ,2,293.61万,739,38,286,1
傲天狂尊,乌山云雨,连载,玄幻,324.94,122.33,65.93,9.2,701,    大神 ,6,1407.40万,2589,91,5,0
三国立志传,晴了,完本,历史,139.78,1420.3,65.86,8.8,15,    大神 ,8,1165.58万,3410,89,0,0
魔装,三生蘸酱,完本,玄幻,156.1,725.92,65.55,9,32,    Lv.1 ,1,70.79万,184,89,0,0
异界萌灵战姬,吹晓风,完本,游戏,259.37,653.1,65.53,0,0,    Lv.2 ,3,252.75万,694,68,0,0
电子生涯,范含,连载,都市,308.97,166.49,65.39,7.2,3,    Lv.1 ,1,33.42万,58,37,0,0
异闻录,猫寂,连载,都市,209.24,742.19,64.8,8.9,151,    Lv.1 ,1,89.35万,205,89,0,0
炼金狂潮,蓝领笑笑生,完本,玄幻,512.47,547.1,64.74,8.8,322,    大神 ,10,1382.36万,2902,90,0,0
美食旅行家,小雪团子,完本,都市,91.46,167.04,64.74,8.5,175,    Lv.4 ,4,205.36万,470,66,5,0
范进的平凡生活,普祥真人,完本,历史,180,468.48,64.63,8.5,73,    Lv.4 ,5,917.96万,1118,37,2,0
神的半身,神的半身,连载,玄幻,202.54,785.22,64.55,2,0,    Lv.1 ,1,72.18万,213,38,0,0
重生绿袍,太元仙尊,完本,仙侠,213.38,94.02,64.41,8.7,49,    Lv.3 ,5,374.31万,1011,89,1,0
皇族,高月,完本,历史,118.25,922.77,64.16,9,349,    大神 ,12,2640.73万,4108,91,3,0
大唐酒徒,格鱼,完本,历史,362.41,694.81,64.08,8.7,44,    大神 ,5,886.65万,3447,89,0,0
无敌英雄系统,忘川三途,完本,玄幻,198.76,689.08,63.97,8.9,63,    Lv.4 ,2,400.95万,841,91,11,0
韩娱王,深水泥鳅,完本,都市,160.27,498.38,63.81,9.1,266,    Lv.2 ,1,215.56万,683,90,0,0
全能跨界王,咚小鱼,连载,都市,302.17,771.66,63.78,8.5,105,    Lv.4 ,1,237.23万,609,38,124,0
明帝,长风,完本,历史,99.53,555.93,63.74,8.4,1,    Lv.5 ,5,1208.89万,4556,37,0,0
吞噬者,舞三石,暂停,玄幻,150.14,76.56,63.74,0,0,    Lv.1 ,1,69.27万,218,37,0,0
流云仙旅,梦星,连载,玄幻,333.6,901.54,63.55,2,0,    Lv.1 ,1,25.55万,192,37,0,0
狂神进化,逆天而翔,完本,都市,211.32,109.81,63.5,8.9,113,    Lv.5 ,2,874.06万,2193,69,6,0
永历四年,张维卿,完本,历史,114.3,685.62,63.25,8.9,57,    Lv.3 ,2,479.99万,1076,37,5,0
重生洪荒,空涩,连载,仙侠,821.61,587.86,63.09,2,1,    Lv.1 ,1,37.95万,81,68,0,0
